# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Spanish dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/spanish/spain_mfa/spanish_spain_mfa.dict, dictionary/spanish/latin_america_mfa/spanish_latin_america_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
primordial	latin-america	p ɾ i m o r ð j a l
primordial	spain+latin-america	p ɾ i m o ɾ ð j a l
primordiales	latin-america	p r i m o r ð j a l e s
primordiales	latin-america	p ɾ i m o r ð j a l e h
primordiales	latin-america	p ɾ i m o r ð j a l e s
primordiales	spain+latin-america	p ɾ i m o ɾ ð j a l e s
primordialmente	latin-america	p r i m o r ð j a l m ẽ n t̪ e
primordialmente	latin-america	p r i m o ɾ ð j a l m ẽ n t̪ e
primordialmente	latin-america	p ɾ i m o r ð j a l m ẽ n t̪ e
primordialmente	spain+latin-america	p ɾ i m o ɾ ð j a l m ẽ n t̪ e
primores	spain+latin-america	p ɾ i m o ɾ e s
primorosa	spain	p ɾ i m o ɾ o s a
primorosamente	spain+latin-america	p ɾ i m o ɾ o s a m ẽ n t̪ e
primorosas	spain	p ɾ i m o ɾ o s a s
primoroso	spain	p ɾ i m o ɾ o s o
primorosos	spain	p ɾ i m o ɾ o s o s
primos	latin-america	p r i m o
primos	latin-america	p r i m o h
primos	latin-america	p r i m o s
primos	latin-america	p ɾ i m o
primos	spain+latin-america	p ɾ i m o s
princesa	spain	p ɾ ĩ n θ e s a
princesa	spain+latin-america	p ɾ ĩ n s e s a
princesas	spain	p ɾ ĩ n θ e s a s
princesas	spain+latin-america	p ɾ ĩ n s e s a s
princesita	spain	p ɾ ĩ n θ e s i t̪ a
principaba	spain	p ɾ ĩ n θ i p a β a
principado	latin-america	p ɾ ĩ n s i p a ð o
principado	spain	p ɾ ĩ n θ i p a ð o
principados	latin-america	p ɾ ĩ n s i p a ð o s
principados	spain	p ɾ ĩ n θ i p a ð o s
principal	spain	p ɾ ĩ n θ i p a l
principal	spain+latin-america	p ɾ ĩ n s i p a l
principales	latin-america	p ɾ ĩ n s i p a l e
principales	latin-america	p ɾ ĩ n s i p a l e h
principales	spain	p ɾ ĩ n θ i p a l e s
principales	spain+latin-america	p ɾ ĩ n s i p a l e s
principalidad	spain	p ɾ ĩ n θ i p a ʎ i ð a ð
principalmente	spain	p ɾ ĩ n θ i p a l m ẽ n t̪ e
principalmente	spain+latin-america	p ɾ ĩ n s i p a l m ẽ n t̪ e
principalísima	spain	p ɾ ĩ n θ i p a ʎ i s i m a
principe	latin-america	p ɾ ĩ n s i p e
principe	spain	p ɾ ĩ n θ i p e
principes	spain	p ɾ ĩ n θ i p e s
principescos	spain	p ɾ ĩ n θ i p e s k o s
principia	latin-america	p ɾ ĩ n s i p j a
principia	spain	p ɾ ĩ n θ i p j a
principiaba	latin-america	p ɾ ĩ n s i p j a β a
principiaba	spain	p ɾ ĩ n θ i p j a β a
principiaban	spain	p ɾ ĩ n θ i p j a β ã n
principiada	spain	p ɾ ĩ n θ i p j a ð a
principiado	spain	p ɾ ĩ n θ i p j a ð o
principiamos	latin-america	p ɾ ĩ n s i p j a m o h
principiamos	latin-america	p ɾ ĩ n s i p j a m o s
principiamos	spain	p ɾ ĩ n θ i p j a m o s
principian	spain	p ɾ ĩ n s i p j ã n
principian	spain	p ɾ ĩ n θ i p j ã n
principiando	spain	p ɾ ĩ n θ i p j ã n d̪ o
principiante	latin-america	p ɾ ĩ n s i p j ã n t̪ e
principiante	spain	p ɾ ĩ n θ i p j ã n t̪ e
principiantes	latin-america	p ɾ ĩ n s i p j ã n t̪ e h
principiantes	latin-america	p ɾ ĩ n s i p j ã n t̪ e s
principiantes	spain	p ɾ ĩ n θ i p j ã n t̪ e s
principiar	spain	p ɾ ĩ n θ i p j a ɾ
principiaron	latin-america	p ɾ ĩ n s i p j a ɾ õ n
principiaron	spain	p ɾ ĩ n θ i p j a ɾ õ n
principiarse	spain	p ɾ ĩ n θ i p j a ɾ s e
principiarían	spain	p ɾ ĩ n θ i p j a ɾ i ã n
principiase	spain	p ɾ ĩ n θ i p j a s e
principie	spain	p ɾ ĩ n θ i p j e
principiemos	spain	p ɾ ĩ n θ i p j e m o s
principio	spain	p ɾ ĩ n θ i p j o
principio	spain+latin-america	p ɾ ĩ n s i p j o
principios	latin-america	p ɾ ĩ n s i p j o
principios	latin-america	p ɾ ĩ n s i p j o h
principios	spain	p ɾ ĩ n θ i p j o s
principios	spain+latin-america	p ɾ ĩ n s i p j o s
principito	latin-america	p ɾ ĩ n s i p i t̪ o
principié	latin-america	p ɾ ĩ n s i p j e
principié	spain	p ɾ ĩ n θ i p j e
principió	spain	p ɾ ĩ n θ i p j o
principió	spain+latin-america	p ɾ ĩ n s i p j o
pringa	spain	p ɾ ĩ ŋ ɡ a
pringada	spain	p ɾ ĩ ŋ ɡ a ð a
pringado	spain	p ɾ ĩ ŋ ɡ a ð o
pringosa	spain	p ɾ ĩ ŋ ɡ o s a
pringoso	spain	p ɾ ĩ ŋ ɡ o s o
pringosos	spain	p ɾ ĩ ŋ ɡ o s o s
pringue	spain	p ɾ ĩ ɲ ɟ e
prior	latin-america	p r j o
prior	latin-america	p r j o ɾ
prior	latin-america	p ɾ j o
prior	latin-america	p ɾ j o r
prior	spain+latin-america	p r j o r
prior	spain+latin-america	p ɾ j o ɾ
priora	spain+latin-america	p ɾ j o ɾ a
prioral	spain	p ɾ j o ɾ a l
priorato	latin-america	p r j o ɾ a t̪ o
priorato	spain+latin-america	p ɾ j o ɾ a t̪ o
priores	spain	p ɾ j o ɾ e s
priori	latin-america	p r j o ɾ i
priori	spain+latin-america	p ɾ j o ɾ i
prioridad	latin-america	p r j o ɾ i ð a
prioridad	latin-america	p r j o ɾ i ð a ð
prioridad	latin-america	p ɾ j o ɾ i ð a
prioridad	spain+latin-america	p ɾ j o ɾ i ð a ð
prioridades	latin-america	p r j o ɾ i ð a ð e
prioridades	latin-america	p ɾ j o ɾ i ð a ð e s
prioritaria	latin-america	p r j o ɾ i t̪ a ɾ j a
prioritaria	latin-america	p ɾ j o ɾ i t̪ a ɾ j a
prioritarias	latin-america	p r j o ɾ i t̪ a ɾ j a s
prioritarias	latin-america	p ɾ j o ɾ i t̪ a ɾ j a s
prioritario	latin-america	p r j o ɾ i t̪ a ɾ j o
prioritario	latin-america	p ɾ j o ɾ i t̪ a ɾ j o
prioritarios	latin-america	p r j o ɾ i t̪ a ɾ j o s
prioritarios	latin-america	p ɾ j o ɾ i t̪ a ɾ j o h
prioritarios	latin-america	p ɾ j o ɾ i t̪ a ɾ j o s
priorizar	latin-america	p ɾ j o ɾ i s a ɾ
prisa	spain+latin-america	p r i s a
prisa	spain+latin-america	p ɾ i s a
prisas	spain+latin-america	p ɾ i s a s
prisco	latin-america	p r i s k o
prisco	latin-america	p ɾ i s k o
prisionera	latin-america	p r i s j o n e ɾ a
prisionera	spain+latin-america	p ɾ i s j o n e ɾ a
prisioneras	spain+latin-america	p ɾ i s j o n e ɾ a s
prisionero	latin-america	p r i s j o n e ɾ o
prisionero	spain+latin-america	p ɾ i s j o n e ɾ o
prisioneros	latin-america	p r i s j o n e ɾ o
prisioneros	latin-america	p r i s j o n e ɾ o h
prisioneros	latin-america	p r i s j o n e ɾ o s
prisioneros	latin-america	p ɾ i s j o n e ɾ o
prisioneros	latin-america	p ɾ i s j o n e ɾ o h
prisioneros	spain+latin-america	p ɾ i s j o n e ɾ o s
prisiones	latin-america	p r i s j o n e s
prisiones	latin-america	p ɾ i s j o n e
prisiones	spain+latin-america	p ɾ i s j o n e s
prisión	latin-america	p r i s j õ
prisión	latin-america	p ɾ i s j õ
prisión	spain+latin-america	p r i s j õ n
prisión	spain+latin-america	p ɾ i s j õ n
prisma	latin-america	p r i z m a
prisma	spain+latin-america	p ɾ i z m a
prismas	spain+latin-america	p ɾ i z m a s
prismática	latin-america	p ɾ i z m a t̪ i k a
prismáticas	latin-america	p ɾ i z m a t̪ i k a s
prismáticos	spain+latin-america	p ɾ i z m a t̪ i k o s
pristina	spain+latin-america	p ɾ i s t̪ i n a
priva	spain+latin-america	p ɾ i β a
privaba	spain	p ɾ i β a β a
privaban	spain	p ɾ i β a β ã n
privacidad	latin-america	p r i β a s i ð a
privacidad	latin-america	p r i β a s i ð a ð
privacidad	latin-america	p ɾ i β a s i ð a
privacidad	latin-america	p ɾ i β a s i ð a ð
privacidad	spain	p ɾ i β a θ i ð a ð
privaciones	latin-america	p ɾ i β a s j o n e h
privaciones	latin-america	p ɾ i β a s j o n e s
privaciones	spain	p ɾ i β a θ j o n e s
privación	latin-america	p ɾ i β a s j õ n
privación	spain	p ɾ i β a θ j õ n
privada	latin-america	p r i β a ð a
privada	spain+latin-america	p ɾ i β a ð a
privadamente	latin-america	p r i β a ð a m ẽ n t̪ e
privadamente	spain+latin-america	p ɾ i β a ð a m ẽ n t̪ e
privadas	latin-america	p r i β a ð a
privadas	latin-america	p r i β a ð a h
privadas	latin-america	p r i β a ð a s
privadas	latin-america	p ɾ i β a ð a
privadas	latin-america	p ɾ i β a ð a h
privadas	spain+latin-america	p ɾ i β a ð a s
privado	latin-america	p r i β a ð o
privado	spain+latin-america	p ɾ i β a ð o
privados	latin-america	p r i β a ð o
privados	latin-america	p r i β a ð o s
privados	latin-america	p ɾ i β a ð o
privados	latin-america	p ɾ i β a ð o h
privados	spain+latin-america	p ɾ i β a ð o s
privan	spain	p ɾ i β ã n
privando	spain	p ɾ i β ã n d̪ o
privanza	latin-america	p ɾ i β ã n s a
privanza	spain	p ɾ i β ã n θ a
privanzas	spain	p ɾ i β ã n θ a s
privar	spain+latin-america	p ɾ i β a ɾ
privarla	spain	p ɾ i β a ɾ l a
privarle	spain	p ɾ i β a ɾ l e
privarles	spain	p ɾ i β a ɾ l e s
privarme	spain	p ɾ i β a r m e
privarme	spain	p ɾ i β a ɾ m e
privaron	spain+latin-america	p ɾ i β a ɾ õ n
privarse	spain	p ɾ i β a ɾ s e
privarte	spain+latin-america	p ɾ i β a ɾ t̪ e
privará	spain	p ɾ i β a ɾ a
privarás	spain	p ɾ i β a ɾ a s
privaría	spain	p ɾ i β a ɾ i a
privase	spain	p ɾ i β a s e
privaste	spain	p ɾ i β a s t̪ e
private	latin-america	p r i β a t̪ e
private	latin-america	p ɾ i β a t̪ e
privativos	latin-america	p r i β a t̪ i β o s
privativos	latin-america	p ɾ i β a t̪ i β o
privativos	latin-america	p ɾ i β a t̪ i β o s
privatizaciones	latin-america	p ɾ i β a t̪ i s a s j o n e s
privatización	latin-america	p r i β a t̪ i s a s j õ n
privatización	latin-america	p ɾ i β a t̪ i s a s j õ
privatización	latin-america	p ɾ i β a t̪ i s a s j õ n
privatización	spain	p ɾ i β a t̪ i θ a θ j õ n
privatizada	latin-america	p ɾ i β a t̪ i s a ð a
privatizadas	latin-america	p r i β a t̪ i s a ð a s
privatizadas	latin-america	p ɾ i β a t̪ i s a ð a s
privatizador	latin-america	p ɾ i β a t̪ i s a ð o
privatizador	latin-america	p ɾ i β a t̪ i s a ð o ɾ
privatizar	latin-america	p r i β a t̪ i s a ɾ
privatizar	latin-america	p ɾ i β a t̪ i s a r
privatizar	latin-america	p ɾ i β a t̪ i s a ɾ
prive	spain	p ɾ i β e
privilegia	latin-america	p r i β i l e ç j a
privilegia	latin-america	p ɾ i β i l e ç j a
privilegiada	latin-america	p r i β i l e ç j a ð a
privilegiada	spain+latin-america	p ɾ i β i l e ç j a ð a
privilegiadas	latin-america	p r i β i l e ç j a ð a s
privilegiadas	spain+latin-america	p ɾ i β i l e ç j a ð a s
privilegiado	latin-america	p r i β i l e ç j a ð o
privilegiado	spain+latin-america	p ɾ i β i l e ç j a ð o
privilegiados	latin-america	p r i β i l e ç j a ð o s
privilegiados	spain+latin-america	p ɾ i β i l e ç j a ð o s
privilegio	spain+latin-america	p r i β i l e ç j o
privilegio	spain+latin-america	p ɾ i β i l e ç j o
privilegios	latin-america	p r i β i l e ç j o h
privilegios	latin-america	p r i β i l e ç j o s
privilegios	latin-america	p ɾ i β i l e ç j o h
privilegios	spain+latin-america	p ɾ i β i l e ç j o s
privándole	spain	p ɾ i β ã n d̪ o l e
privándoles	spain	p ɾ i β ã n d̪ o l e s
privándose	spain	p ɾ i β ã n d̪ o s e
privé	spain	p ɾ i β e
privó	latin-america	p r i β o
privó	spain+latin-america	p ɾ i β o
priámida	spain	p ɾ j a m i ð a
priéndale	spain	p ɾ i ẽ n d̪ a l e
pro	spain+latin-america	p r o
pro	spain+latin-america	p ɾ o
proa	latin-america	p r o a
proa	spain+latin-america	p ɾ o a
proas	spain	p ɾ o a s
proaño	spain	p ɾ o a ɲ o
probaba	spain+latin-america	p r o β a β a
probaba	spain+latin-america	p ɾ o β a β a
probaban	spain	p ɾ o β a β ã n
probabilidad	latin-america	p r o β a β i ʎ i ð a
probabilidad	latin-america	p r o β a β i ʎ i ð a ð
probabilidad	latin-america	p ɾ o β a β i ʎ i ð a
probabilidad	spain+latin-america	p ɾ o β a β i ʎ i ð a ð
probabilidades	latin-america	p r o β a β i ʎ i ð a ð e
probabilidades	latin-america	p r o β a β i ʎ i ð a ð e h
probabilidades	spain+latin-america	p r o β a β i ʎ i ð a ð e s
probabilidades	spain+latin-america	p ɾ o β a β i ʎ i ð a ð e s
probabilísticos	latin-america	p r o β a β i ʎ i s t̪ i k o h
probabilísticos	latin-america	p r o β a β i ʎ i s t̪ i k o s
probabilísticos	latin-america	p ɾ o β a β i ʎ i s t̪ i k o s
probable	spain+latin-america	p r o β a β l e
probable	spain+latin-america	p ɾ o β a β l e
probablemente	spain+latin-america	p r o β a β l e m ẽ n t̪ e
probablemente	spain+latin-america	p ɾ o β a β l e m ẽ n t̪ e
probables	latin-america	p r o β a β l e h
probables	latin-america	p r o β a β l e s
probables	latin-america	p ɾ o β a β l e
probables	spain+latin-america	p ɾ o β a β l e s
probad	spain	p ɾ o β a ð
probada	latin-america	p r o β a ð a
probada	spain+latin-america	p ɾ o β a ð a
probadas	latin-america	p r o β a ð a h
probadas	latin-america	p r o β a ð a s
probadas	spain+latin-america	p ɾ o β a ð a s
probado	spain+latin-america	p r o β a ð o
probado	spain+latin-america	p ɾ o β a ð o
probador	latin-america	p r o β a ð o ɾ
probador	latin-america	p ɾ o β a ð o
probador	latin-america	p ɾ o β a ð o ɾ
probados	latin-america	p r o β a ð o
probados	latin-america	p r o β a ð o s
probados	latin-america	p ɾ o β a ð o
probados	spain+latin-america	p ɾ o β a ð o s
probamos	spain	p ɾ o β a m o s
probando	latin-america	p r o β ã n d̪ o
probando	spain+latin-america	p ɾ o β ã n d̪ o
probanza	spain	p ɾ o β ã n θ a
probanzas	spain	p ɾ o β ã n θ a s
probar	latin-america	p r o β a
probar	spain+latin-america	p r o β a r
probar	spain+latin-america	p r o β a ɾ
probar	spain+latin-america	p ɾ o β a r
probar	spain+latin-america	p ɾ o β a ɾ
probara	spain	p ɾ o β a ɾ a
probaras	spain	p ɾ o β a ɾ a s
probaremos	spain	p ɾ o β a ɾ e m o s
probarla	spain+latin-america	p ɾ o β a ɾ l a
probarlas	spain	p ɾ o β a ɾ l a s
probarle	spain	p ɾ o β a ɾ l e
probarles	spain	p ɾ o β a ɾ l e s
probarlo	latin-america	p r o β a r l o
probarlo	latin-america	p ɾ o β a r l o
probarlo	spain+latin-america	p ɾ o β a ɾ l o
probarlos	spain	p ɾ o β a ɾ l o s
probarme	spain+latin-america	p ɾ o β a ɾ m e
probarnos	spain	p ɾ o β a ɾ n o s
probaron	latin-america	p r o β a ɾ õ n
probaron	spain+latin-america	p ɾ o β a ɾ õ n
probaros	spain	p r o β a ɾ o s
probaros	spain	p ɾ o β a ɾ o s
probarse	latin-america	p r o β a r s e
probarse	spain+latin-america	p ɾ o β a ɾ s e
probarte	spain	p ɾ o β a ɾ t̪ e
probará	spain	p ɾ o β a ɾ a
probarán	spain	p ɾ o β a ɾ ã n
probarás	spain	p ɾ o β a ɾ a s
probaré	spain	p ɾ o β a ɾ e
probaréis	spain	p ɾ o β a ɾ e j s
probaría	spain	p ɾ o β a ɾ i a
probase	spain	p ɾ o β a s e
probasen	spain	p ɾ o β a s ẽ n
probaste	spain	p ɾ o β a s t̪ e
probaturas	spain	p ɾ o β a t̪ u ɾ a s
probe	latin-america	p r o β e
probe	spain+latin-america	p ɾ o β e
probemos	spain	p r o β e m o s
probemos	spain	p ɾ o β e m o s
probidad	spain+latin-america	p ɾ o β i ð a ð
problema	spain+latin-america	p r o β l e m a
problema	spain+latin-america	p ɾ o β l e m a
problemas	latin-america	p r o β l e m a
problemas	latin-america	p r o β l e m a h
problemas	latin-america	p ɾ o β l e m a
problemas	latin-america	p ɾ o β l e m a h
problemas	spain+latin-america	p r o β l e m a s
problemas	spain+latin-america	p ɾ o β l e m a s
problemática	latin-america	p r o β l e m a t̪ i k a
problemática	spain+latin-america	p ɾ o β l e m a t̪ i k a
problemáticas	latin-america	p r o β l e m a t̪ i k a
problemáticas	latin-america	p r o β l e m a t̪ i k a s
problemáticas	spain+latin-america	p ɾ o β l e m a t̪ i k a s
problemático	latin-america	p r o β l e m a t̪ i k o
problemático	spain+latin-america	p ɾ o β l e m a t̪ i k o
problemáticos	latin-america	p r o β l e m a t̪ i k o s
problemáticos	latin-america	p ɾ o β l e m a t̪ i k o
problemáticos	latin-america	p ɾ o β l e m a t̪ i k o s
problemón	latin-america	p r o β l e m õ n
problemón	latin-america	p ɾ o β l e m õ n
probo	spain	p ɾ o β o
probos	spain	p ɾ o β o s
probábamos	spain	p ɾ o β a β a m o s
probáis	spain	p ɾ o β a j s
probándola	spain	p ɾ o β ã n d̪ o l a
probándole	spain	p ɾ o β ã n d̪ o l e
probándoles	spain	p ɾ o β ã n d̪ o l e s
probándonos	spain	p ɾ o β ã n d̪ o n o s
probármelo	spain	p ɾ o β a ɾ m e l o
probáronme	spain	p ɾ o β a ɾ õ m e
probárselo	spain	p ɾ o β a ɾ s e l o
probásemos	spain	p ɾ o β a s e m o s
probé	spain	p ɾ o β e
probéase	spain	p ɾ o β e a s e
probéis	spain	p ɾ o β e j s
probó	spain+latin-america	p r o β o
probó	spain+latin-america	p ɾ o β o
probóscide	latin-america	p r o β o s i ð e
probóscide	latin-america	p ɾ o β o s i ð e
probósele	spain	p ɾ o β o s e l e
procaces	spain	p ɾ o k a θ e s
procacidad	spain	p ɾ o k a θ i ð a ð
procariontes	latin-america	p r o k a ɾ j õ n t̪ e s
procariontes	latin-america	p ɾ o k a ɾ j õ n t̪ e s
procariotas	latin-america	p r o k a ɾ j o t̪ a s
procariotas	spain+latin-america	p ɾ o k a ɾ j o t̪ a s
procaz	spain	p ɾ o k a θ
proceda	spain	p ɾ o θ e ð a
procedamos	spain	p ɾ o θ e ð a m o s
procedan	latin-america	p ɾ o s e ð ã n
procedan	spain	p ɾ o θ e ð ã n
procedas	spain	p ɾ o θ e ð a s
procede	latin-america	p r o s e ð e
procede	latin-america	p ɾ o s e ð e
procede	spain	p r o θ e ð e
procede	spain	p ɾ o θ e ð e
proceden	latin-america	p r o s e ð ẽ n
proceden	latin-america	p ɾ o s e ð ẽ n
proceden	spain	p ɾ o θ e ð ẽ n
procedencia	latin-america	p r o s e ð ẽ n s j a
procedencia	spain	p r o θ e ð ẽ n θ j a
procedencia	spain	p ɾ o θ e ð ẽ n θ j a
procedencia	spain+latin-america	p ɾ o s e ð ẽ n s j a
procedencias	latin-america	p ɾ o s e ð ẽ n s j a s
procedencias	spain	p ɾ o θ e ð ẽ n θ j a s
procedente	latin-america	p r o s e ð ẽ n t̪ e
procedente	latin-america	p ɾ o s e ð ẽ n t̪ e
procedente	spain	p ɾ o θ e ð ẽ n t̪ e
procedentes	latin-america	p r o s e ð ẽ n t̪ e
procedentes	latin-america	p r o s e ð ẽ n t̪ e h
procedentes	latin-america	p r o s e ð ẽ n t̪ e s
procedentes	latin-america	p ɾ o s e ð ẽ n t̪ e
procedentes	latin-america	p ɾ o s e ð ẽ n t̪ e s
procedentes	spain	p ɾ o θ e ð ẽ n t̪ e s
proceder	latin-america	p r o s e ð e r
proceder	latin-america	p ɾ o s e ð e r
proceder	latin-america	p ɾ o s e ð e ɾ
proceder	spain	p r o θ e ð e ɾ
proceder	spain	p ɾ o θ e ð e r
proceder	spain	p ɾ o θ e ð e ɾ
proceder	spain+latin-america	p r o s e ð e ɾ
procederes	spain	p ɾ o θ e ð e ɾ e s
procederse	spain	p ɾ o θ e ð e ɾ s e
procederá	latin-america	p r o s e ð e ɾ a
procederá	latin-america	p ɾ o s e ð e ɾ a
procederá	spain	p ɾ o θ e ð e ɾ a
procederás	spain	p ɾ o θ e ð e ɾ a s
procederé	spain	p ɾ o θ e ð e ɾ e
procedería	latin-america	p r o s e ð e ɾ i a
procedería	latin-america	p ɾ o s e ð e ɾ i a
procedería	spain	p ɾ o θ e ð e ɾ i a
procedes	spain	p ɾ o θ e ð e s
procedido	latin-america	p ɾ o s e ð i ð o
procedido	spain	p ɾ o θ e ð i ð o
procediendo	spain	p ɾ o θ e ð i ẽ n d̪ o
procedieron	latin-america	p r o s e ð i e ɾ õ
procedieron	latin-america	p r o s e ð i e ɾ õ n
procedieron	latin-america	p ɾ o s e ð i e ɾ õ n
procedieron	spain	p ɾ o θ e ð i e ɾ õ n
procedimentales	latin-america	p r o s e ð i m ẽ n t̪ a l e h
procedimentales	latin-america	p ɾ o s e ð i m ẽ n t̪ a l e s
procedimiento	latin-america	p ɾ o s e ð i m j ẽ n t̪ o
procedimiento	spain	p ɾ o θ e ð i m j ẽ n t̪ o
procedimiento	spain+latin-america	p r o s e ð i m j ẽ n t̪ o
procedimientos	latin-america	p r o s e ð i m j ẽ n t̪ o
procedimientos	latin-america	p r o s e ð i m j ẽ n t̪ o h
procedimientos	latin-america	p r o s e ð i m j ẽ n t̪ o s
procedimientos	latin-america	p ɾ o s e ð i m j ẽ n t̪ o
procedimientos	latin-america	p ɾ o s e ð i m j ẽ n t̪ o h
procedimientos	latin-america	p ɾ o s e ð i m j ẽ n t̪ o s
procedimientos	spain	p ɾ o θ e ð i m j ẽ n t̪ o s
procediste	spain	p ɾ o θ e ð i s t̪ e
procedió	latin-america	p r o s e ð i o
procedió	latin-america	p ɾ o s e ð i o
procedió	spain	p ɾ o θ e ð i o
procedo	spain	p ɾ o θ e ð o
procedéis	spain	p ɾ o θ e ð e j s
procedí	latin-america	p ɾ o s e ð i
procedí	spain	p ɾ o θ e ð i
procedía	latin-america	p r o s e ð i a
procedía	latin-america	p ɾ o s e ð i a
procedía	spain	p ɾ o θ e ð i a
procedían	latin-america	p r o s e ð i ã n
procedían	latin-america	p ɾ o s e ð i ã n
procedían	spain	p r o θ e ð i ã n
procedían	spain	p ɾ o θ e ð i ã n
procedías	spain	p ɾ o θ e ð i a s
procelosas	spain	p ɾ o θ e l o s a s
proceloso	spain	p ɾ o θ e l o s o
procerosa	spain	p ɾ o θ e ɾ o s a
proceroso	spain	p ɾ o θ e ɾ o s o
procesa	latin-america	p r o s e s a
procesa	latin-america	p ɾ o s e s a
procesada	latin-america	p r o s e s a ð a
procesada	latin-america	p ɾ o s e s a ð a
procesada	spain	p ɾ o θ e s a ð a
procesadas	latin-america	p r o s e s a ð a s
procesadas	latin-america	p ɾ o s e s a ð a s
procesado	latin-america	p r o s e s a ð o
procesado	latin-america	p ɾ o s e s a ð o
procesado	spain	p ɾ o θ e s a ð o
procesador	latin-america	p r o s e s a ð o r
procesador	latin-america	p r o s e s a ð o ɾ
procesador	latin-america	p ɾ o s e s a ð o r
procesador	latin-america	p ɾ o s e s a ð o ɾ
procesador	spain	p ɾ o θ e s a ð o ɾ
procesadora	latin-america	p r o s e s a ð o ɾ a
procesadora	latin-america	p ɾ o s e s a ð o ɾ a
procesadores	latin-america	p r o s e s a ð o ɾ e
procesadores	latin-america	p r o s e s a ð o ɾ e s
procesadores	latin-america	p ɾ o s e s a ð o ɾ e h
procesadores	latin-america	p ɾ o s e s a ð o ɾ e s
procesadores	spain	p ɾ o θ e s a ð o ɾ e s
procesados	latin-america	p r o s e s a ð o
procesados	latin-america	p r o s e s a ð o s
procesados	latin-america	p ɾ o s e s a ð o s
procesados	spain	p ɾ o θ e s a ð o s
procesal	latin-america	p r o s e s a l
procesal	latin-america	p ɾ o s e s a l
procesal	spain	p ɾ o θ e s a l
procesales	latin-america	p r o s e s a l e s
procesales	latin-america	p ɾ o s e s a l e s
procesamiento	latin-america	p r o s e s a m j ẽ n t̪ o
procesamiento	latin-america	p ɾ o s e s a m j ẽ n t̪ o
procesamiento	spain	p ɾ o θ e s a m j ẽ n t̪ o
procesan	latin-america	p r o s e s ã n
procesan	latin-america	p ɾ o s e s ã n
procesar	latin-america	p r o s e s a r
procesar	latin-america	p r o s e s a ɾ
procesar	latin-america	p ɾ o s e s a r
procesar	latin-america	p ɾ o s e s a ɾ
procesar	spain	p ɾ o θ e s a ɾ
procesarlo	latin-america	p r o s e s a r l o
procesarlo	latin-america	p ɾ o s e s a ɾ l o
procesiona	latin-america	p r o s e s j o n a
procesiona	latin-america	p ɾ o s e s j o n a
procesionaba	latin-america	p r o s e s j o n a β a
procesionaba	latin-america	p ɾ o s e s j o n a β a
procesional	latin-america	p r o s e s j o n a l
procesional	latin-america	p ɾ o s e s j o n a l
procesional	spain	p ɾ o θ e s j o n a l
procesiones	latin-america	p r o s e s j o n e
procesiones	latin-america	p r o s e s j o n e h
procesiones	latin-america	p r o s e s j o n e s
procesiones	latin-america	p ɾ o s e s j o n e s
procesiones	spain	p r o θ e s j o n e s
procesiones	spain	p ɾ o θ e s j o n e s
procesión	latin-america	p ɾ o s e s j õ
procesión	spain	p r o θ e s j õ n
procesión	spain	p ɾ o θ e s j õ n
procesión	spain+latin-america	p r o s e s j õ n
procesión	spain+latin-america	p ɾ o s e s j õ n
proceso	latin-america	p r o s e s o
proceso	latin-america	p ɾ o s e s o
proceso	spain	p r o θ e s o
proceso	spain	p ɾ o θ e s o
procesos	latin-america	p r o s e s o
procesos	latin-america	p r o s e s o h
procesos	latin-america	p r o s e s o s
procesos	latin-america	p ɾ o s e s o
procesos	latin-america	p ɾ o s e s o s
procesos	spain	p ɾ o θ e s o s
proclama	spain+latin-america	p r o k l a m a
proclama	spain+latin-america	p ɾ o k l a m a
proclamaba	latin-america	p r o k l a m a β a
proclamaba	spain+latin-america	p ɾ o k l a m a β a
proclamaban	latin-america	p r o k l a m a β ã n
proclamaban	spain+latin-america	p ɾ o k l a m a β ã n
proclamaciones	spain	p ɾ o k l a m a θ j o n e s
proclamación	latin-america	p r o k l a m a s j õ n
proclamación	latin-america	p ɾ o k l a m a s j õ n
proclamación	spain	p ɾ o k l a m a θ j õ n
proclamad	spain	p ɾ o k l a m a ð
proclamada	latin-america	p r o k l a m a ð a
proclamada	spain+latin-america	p ɾ o k l a m a ð a
proclamado	latin-america	p r o k l a m a ð o
proclamado	spain+latin-america	p ɾ o k l a m a ð o
proclamados	latin-america	p r o k l a m a ð o s
proclamados	latin-america	p ɾ o k l a m a ð o s
proclamamos	spain	p ɾ o k l a m a m o s
proclaman	spain	p ɾ o k l a m a n
proclamando	spain	p ɾ o k l a m ã n d̪ o
proclamar	latin-america	p r o k l a m a ɾ
proclamar	spain+latin-america	p ɾ o k l a m a ɾ
proclamarle	spain	p ɾ o k l a m a ɾ l e
proclamaron	latin-america	p r o k l a m a ɾ õ n
proclamaron	spain+latin-america	p ɾ o k l a m a ɾ õ n
proclamarse	latin-america	p r o k l a m a r s e
proclamarse	latin-america	p r o k l a m a ɾ s e
proclamarse	spain+latin-america	p ɾ o k l a m a ɾ s e
